,name,sex,declination_json_pl,declination_json_lat,name_id
472,Natan,m,"{'mianownik': {'s': 'Natan', 'pl': 'Natanowie'}, 'dopełniacz': {'s': 'Natana', 'pl': 'Natanów'}, 'celownik': {'s': 'Natanowi', 'pl': 'Natanom'}, 'biernik': {'s': 'Natana', 'pl': 'Natanów'}, 'narzędnik': {'s': 'Natanem', 'pl': 'Natanami'}, 'miejscownik': {'s': 'Natanie', 'pl': 'Natanach'}, 'wołacz': {'s': 'Natanie', 'pl': 'Natanowie'}}","{'nominativus': {'s': 'Natan', 'pl': 'Natanowie'}, 'genetivus': {'s': 'Natana', 'pl': 'Natanów'}, 'dativus': {'s': 'Natanowi', 'pl': 'Natanom'}, 'accusativus': {'s': 'Natana', 'pl': 'Natanów'}, 'instrumentalis': {'s': 'Natanem', 'pl': 'Natanami'}, 'locativus': {'s': 'Natanie', 'pl': 'Natanach'}, 'vocativus': {'s': 'Natanie', 'pl': 'Natanowie'}}",472
473,Natanael,m,"{'mianownik': {'s': 'Natanael', 'pl': 'Natanaelowie'}, 'dopełniacz': {'s': 'Natanaela', 'pl': 'Natanaelów'}, 'celownik': {'s': 'Natanaelowi', 'pl': 'Natanaelom'}, 'biernik': {'s': 'Natanaela', 'pl': 'Natanaelów'}, 'narzędnik': {'s': 'Natanaelem', 'pl': 'Natanaelami'}, 'miejscownik': {'s': 'Natanaelu', 'pl': 'Natanaelach'}, 'wołacz': {'s': 'Natanaelu', 'pl': 'Natanaelowie'}}","{'nominativus': {'s': 'Natanael', 'pl': 'Natanaelowie'}, 'genetivus': {'s': 'Natanaela', 'pl': 'Natanaelów'}, 'dativus': {'s': 'Natanaelowi', 'pl': 'Natanaelom'}, 'accusativus': {'s': 'Natanaela', 'pl': 'Natanaelów'}, 'instrumentalis': {'s': 'Natanaelem', 'pl': 'Natanaelami'}, 'locativus': {'s': 'Natanaelu', 'pl': 'Natanaelach'}, 'vocativus': {'s': 'Natanaelu', 'pl': 'Natanaelowie'}}",473
474,Nestor,m,"{'mianownik': {'s': 'Nestor', 'pl': 'Nestorzy'}, 'dopełniacz': {'s': 'Nestora', 'pl': 'Nestorów'}, 'celownik': {'s': 'Nestorowi', 'pl': 'Nestorom'}, 'biernik': {'s': 'Nestora', 'pl': 'Nestorów'}, 'narzędnik': {'s': 'Nestorem', 'pl': 'Nestorami'}, 'miejscownik': {'s': 'Nestorze', 'pl': 'Nestorach'}, 'wołacz': {'s': 'Nestorze', 'pl': 'Nestorzy'}}","{'nominativus': {'s': 'Nestor', 'pl': 'Nestorzy'}, 'genetivus': {'s': 'Nestora', 'pl': 'Nestorów'}, 'dativus': {'s': 'Nestorowi', 'pl': 'Nestorom'}, 'accusativus': {'s': 'Nestora', 'pl': 'Nestorów'}, 'instrumentalis': {'s': 'Nestorem', 'pl': 'Nestorami'}, 'locativus': {'s': 'Nestorze', 'pl': 'Nestorach'}, 'vocativus': {'s': 'Nestorze', 'pl': 'Nestorzy'}}",474
475,Nikodem,m,"{'mianownik': {'s': 'Nikodem', 'pl': 'Nikodemowie'}, 'dopełniacz': {'s': 'Nikodema', 'pl': 'Nikodemów'}, 'celownik': {'s': 'Nikodemowi', 'pl': 'Nikodemom'}, 'biernik': {'s': 'Nikodema', 'pl': 'Nikodemów'}, 'narzędnik': {'s': 'Nikodemem', 'pl': 'Nikodemami'}, 'miejscownik': {'s': 'Nikodemie', 'pl': 'Nikodemach'}, 'wołacz': {'s': 'Nikodemie', 'pl': 'Nikodemowie'}}","{'nominativus': {'s': 'Nikodem', 'pl': 'Nikodemowie'}, 'genetivus': {'s': 'Nikodema', 'pl': 'Nikodemów'}, 'dativus': {'s': 'Nikodemowi', 'pl': 'Nikodemom'}, 'accusativus': {'s': 'Nikodema', 'pl': 'Nikodemów'}, 'instrumentalis': {'s': 'Nikodemem', 'pl': 'Nikodemami'}, 'locativus': {'s': 'Nikodemie', 'pl': 'Nikodemach'}, 'vocativus': {'s': 'Nikodemie', 'pl': 'Nikodemowie'}}",475
476,Norbert,m,"{'mianownik': {'s': 'Norbert', 'pl': 'Norbertowie'}, 'dopełniacz': {'s': 'Norberta', 'pl': 'Norbertów'}, 'celownik': {'s': 'Norbertowi', 'pl': 'Norbertom'}, 'biernik': {'s': 'Norberta', 'pl': 'Norbertów'}, 'narzędnik': {'s': 'Norbertem', 'pl': 'Norbertami'}, 'miejscownik': {'s': 'Norbercie', 'pl': 'Norbertach'}, 'wołacz': {'s': 'Norbercie', 'pl': 'Norbertowie'}}","{'nominativus': {'s': 'Norbert', 'pl': 'Norbertowie'}, 'genetivus': {'s': 'Norberta', 'pl': 'Norbertów'}, 'dativus': {'s': 'Norbertowi', 'pl': 'Norbertom'}, 'accusativus': {'s': 'Norberta', 'pl': 'Norbertów'}, 'instrumentalis': {'s': 'Norbertem', 'pl': 'Norbertami'}, 'locativus': {'s': 'Norbercie', 'pl': 'Norbertach'}, 'vocativus': {'s': 'Norbercie', 'pl': 'Norbertowie'}}",476
477,Oktawian,m,"{'mianownik': {'s': 'Oktawian', 'pl': 'Oktawianowie'}, 'dopełniacz': {'s': 'Oktawiana', 'pl': 'Oktawianów'}, 'celownik': {'s': 'Oktawianowi', 'pl': 'Oktawianom'}, 'biernik': {'s': 'Oktawiana', 'pl': 'Oktawianów'}, 'narzędnik': {'s': 'Oktawianem', 'pl': 'Oktawianami'}, 'miejscownik': {'s': 'Oktawianie', 'pl': 'Oktawianach'}, 'wołacz': {'s': 'Oktawianie', 'pl': 'Oktawianowie'}}","{'nominativus': {'s': 'Oktawian', 'pl': 'Oktawianowie'}, 'genetivus': {'s': 'Oktawiana', 'pl': 'Oktawianów'}, 'dativus': {'s': 'Oktawianowi', 'pl': 'Oktawianom'}, 'accusativus': {'s': 'Oktawiana', 'pl': 'Oktawianów'}, 'instrumentalis': {'s': 'Oktawianem', 'pl': 'Oktawianami'}, 'locativus': {'s': 'Oktawianie', 'pl': 'Oktawianach'}, 'vocativus': {'s': 'Oktawianie', 'pl': 'Oktawianowie'}}",477
478,Olaf,m,"{'mianownik': {'s': 'Olaf', 'pl': 'Olafowie'}, 'dopełniacz': {'s': 'Olafa', 'pl': 'Olafów'}, 'celownik': {'s': 'Olafowi', 'pl': 'Olafom'}, 'biernik': {'s': 'Olafa', 'pl': 'Olafów'}, 'narzędnik': {'s': 'Olafem', 'pl': 'Olafami'}, 'miejscownik': {'s': 'Olafie', 'pl': 'Olafach'}, 'wołacz': {'s': 'Olafie', 'pl': 'Olafowie'}}","{'nominativus': {'s': 'Olaf', 'pl': 'Olafowie'}, 'genetivus': {'s': 'Olafa', 'pl': 'Olafów'}, 'dativus': {'s': 'Olafowi', 'pl': 'Olafom'}, 'accusativus': {'s': 'Olafa', 'pl': 'Olafów'}, 'instrumentalis': {'s': 'Olafem', 'pl': 'Olafami'}, 'locativus': {'s': 'Olafie', 'pl': 'Olafach'}, 'vocativus': {'s': 'Olafie', 'pl': 'Olafowie'}}",478
479,Olgierd,m,"{'mianownik': {'s': 'Olgierd', 'pl': 'Olgierdowie'}, 'dopełniacz': {'s': 'Olgierda', 'pl': 'Olgierdów'}, 'celownik': {'s': 'Olgierdowi', 'pl': 'Olgierdom'}, 'biernik': {'s': 'Olgierda', 'pl': 'Olgierdów'}, 'narzędnik': {'s': 'Olgierdem', 'pl': 'Olgierdami'}, 'miejscownik': {'s': 'Olgierdzie', 'pl': 'Olgierdach'}, 'wołacz': {'s': 'Olgierdzie', 'pl': 'Olgierdowie'}}","{'nominativus': {'s': 'Olgierd', 'pl': 'Olgierdowie'}, 'genetivus': {'s': 'Olgierda', 'pl': 'Olgierdów'}, 'dativus': {'s': 'Olgierdowi', 'pl': 'Olgierdom'}, 'accusativus': {'s': 'Olgierda', 'pl': 'Olgierdów'}, 'instrumentalis': {'s': 'Olgierdem', 'pl': 'Olgierdami'}, 'locativus': {'s': 'Olgierdzie', 'pl': 'Olgierdach'}, 'vocativus': {'s': 'Olgierdzie', 'pl': 'Olgierdowie'}}",479
480,Oliwier,m,"{'mianownik': {'s': 'Oliwier', 'pl': 'Oliwierowie'}, 'dopełniacz': {'s': 'Oliwiera', 'pl': 'Oliwierów'}, 'celownik': {'s': 'Oliwierowi', 'pl': 'Oliwierom'}, 'biernik': {'s': 'Oliwiera', 'pl': 'Oliwierów'}, 'narzędnik': {'s': 'Oliwierem', 'pl': 'Oliwierami'}, 'miejscownik': {'s': 'Oliwierze', 'pl': 'Oliwierach'}, 'wołacz': {'s': 'Oliwierze', 'pl': 'Oliwierowie'}}","{'nominativus': {'s': 'Oliwier', 'pl': 'Oliwierowie'}, 'genetivus': {'s': 'Oliwiera', 'pl': 'Oliwierów'}, 'dativus': {'s': 'Oliwierowi', 'pl': 'Oliwierom'}, 'accusativus': {'s': 'Oliwiera', 'pl': 'Oliwierów'}, 'instrumentalis': {'s': 'Oliwierem', 'pl': 'Oliwierami'}, 'locativus': {'s': 'Oliwierze', 'pl': 'Oliwierach'}, 'vocativus': {'s': 'Oliwierze', 'pl': 'Oliwierowie'}}",480
481,Omar,m,"{'mianownik': {'s': 'Omar', 'pl': 'Omarowie'}, 'dopełniacz': {'s': 'Omara', 'pl': 'Omarów'}, 'celownik': {'s': 'Omarowi', 'pl': 'Omarom'}, 'biernik': {'s': 'Omara', 'pl': 'Omarów'}, 'narzędnik': {'s': 'Omarem', 'pl': 'Omarami'}, 'miejscownik': {'s': 'Omarze', 'pl': 'Omarach'}, 'wołacz': {'s': 'Omarze', 'pl': 'Omarowie'}}","{'nominativus': {'s': 'Omar', 'pl': 'Omarowie'}, 'genetivus': {'s': 'Omara', 'pl': 'Omarów'}, 'dativus': {'s': 'Omarowi', 'pl': 'Omarom'}, 'accusativus': {'s': 'Omara', 'pl': 'Omarów'}, 'instrumentalis': {'s': 'Omarem', 'pl': 'Omarami'}, 'locativus': {'s': 'Omarze', 'pl': 'Omarach'}, 'vocativus': {'s': 'Omarze', 'pl': 'Omarowie'}}",481
482,Oskar,m,"{'mianownik': {'s': 'Oskar', 'pl': 'Oskarowie'}, 'dopełniacz': {'s': 'Oskara', 'pl': 'Oskarów'}, 'celownik': {'s': 'Oskarowi', 'pl': 'Oskarom'}, 'biernik': {'s': 'Oskara', 'pl': 'Oskarów'}, 'narzędnik': {'s': 'Oskarem', 'pl': 'Oskarami'}, 'miejscownik': {'s': 'Oskarze', 'pl': 'Oskarach'}, 'wołacz': {'s': 'Oskarze', 'pl': 'Oskarowie'}}","{'nominativus': {'s': 'Oskar', 'pl': 'Oskarowie'}, 'genetivus': {'s': 'Oskara', 'pl': 'Oskarów'}, 'dativus': {'s': 'Oskarowi', 'pl': 'Oskarom'}, 'accusativus': {'s': 'Oskara', 'pl': 'Oskarów'}, 'instrumentalis': {'s': 'Oskarem', 'pl': 'Oskarami'}, 'locativus': {'s': 'Oskarze', 'pl': 'Oskarach'}, 'vocativus': {'s': 'Oskarze', 'pl': 'Oskarowie'}}",482
483,Orest,m,"{'mianownik': {'s': 'Orest', 'pl': 'Orestowie'}, 'dopełniacz': {'s': 'Oresta', 'pl': 'Orestów'}, 'celownik': {'s': 'Orestowi', 'pl': 'Orestom'}, 'biernik': {'s': 'Oresta', 'pl': 'Orestów'}, 'narzędnik': {'s': 'Orestem', 'pl': 'Orestami'}, 'miejscownik': {'s': 'Oreście', 'pl': 'Orestach'}, 'wołacz': {'s': 'Oreście', 'pl': 'Orestowie'}}","{'nominativus': {'s': 'Orest', 'pl': 'Orestowie'}, 'genetivus': {'s': 'Oresta', 'pl': 'Orestów'}, 'dativus': {'s': 'Orestowi', 'pl': 'Orestom'}, 'accusativus': {'s': 'Oresta', 'pl': 'Orestów'}, 'instrumentalis': {'s': 'Orestem', 'pl': 'Orestami'}, 'locativus': {'s': 'Oreście', 'pl': 'Orestach'}, 'vocativus': {'s': 'Oreście', 'pl': 'Orestowie'}}",483
484,Otto,m,"{'mianownik': {'s': 'Otto', 'pl': 'Ottonowie'}, 'dopełniacz': {'s': 'Ottona', 'pl': 'Ottonów'}, 'celownik': {'s': 'Ottonowi', 'pl': 'Ottonom'}, 'biernik': {'s': 'Ottona', 'pl': 'Ottonów'}, 'narzędnik': {'s': 'Ottonem', 'pl': 'Ottonami'}, 'miejscownik': {'s': 'Ottonie', 'pl': 'Ottonach'}, 'wołacz': {'s': 'Ottonie', 'pl': 'Ottonowie'}}","{'nominativus': {'s': 'Otto', 'pl': 'Ottonowie'}, 'genetivus': {'s': 'Ottona', 'pl': 'Ottonów'}, 'dativus': {'s': 'Ottonowi', 'pl': 'Ottonom'}, 'accusativus': {'s': 'Ottona', 'pl': 'Ottonów'}, 'instrumentalis': {'s': 'Ottonem', 'pl': 'Ottonami'}, 'locativus': {'s': 'Ottonie', 'pl': 'Ottonach'}, 'vocativus': {'s': 'Ottonie', 'pl': 'Ottonowie'}}",484
485,Otton,m,"{'mianownik': {'s': 'Otton', 'pl': 'Ottonowie'}, 'dopełniacz': {'s': 'Ottona', 'pl': 'Ottonów'}, 'celownik': {'s': 'Ottonowi', 'pl': 'Ottonom'}, 'biernik': {'s': 'Ottona', 'pl': 'Ottonów'}, 'narzędnik': {'s': 'Ottonem', 'pl': 'Ottonami'}, 'miejscownik': {'s': 'Ottonie', 'pl': 'Ottonach'}, 'wołacz': {'s': 'Ottonie', 'pl': 'Ottonowie'}}","{'nominativus': {'s': 'Otton', 'pl': 'Ottonowie'}, 'genetivus': {'s': 'Ottona', 'pl': 'Ottonów'}, 'dativus': {'s': 'Ottonowi', 'pl': 'Ottonom'}, 'accusativus': {'s': 'Ottona', 'pl': 'Ottonów'}, 'instrumentalis': {'s': 'Ottonem', 'pl': 'Ottonami'}, 'locativus': {'s': 'Ottonie', 'pl': 'Ottonach'}, 'vocativus': {'s': 'Ottonie', 'pl': 'Ottonowie'}}",485
486,Owidiusz,m,"{'mianownik': {'s': 'Owidiusz', 'pl': 'Owidiuszowie'}, 'dopełniacz': {'s': 'Owidiusza', 'pl': 'Owidiuszów'}, 'celownik': {'s': 'Owidiuszowi', 'pl': 'Owidiuszom'}, 'biernik': {'s': 'Owidiusza', 'pl': 'Owidiuszów'}, 'narzędnik': {'s': 'Owidiuszem', 'pl': 'Owidiuszami'}, 'miejscownik': {'s': 'Owidiuszu', 'pl': 'Owidiuszach'}, 'wołacz': {'s': 'Owidiuszu', 'pl': 'Owidiuszowie'}}","{'nominativus': {'s': 'Owidiusz', 'pl': 'Owidiuszowie'}, 'genetivus': {'s': 'Owidiusza', 'pl': 'Owidiuszów'}, 'dativus': {'s': 'Owidiuszowi', 'pl': 'Owidiuszom'}, 'accusativus': {'s': 'Owidiusza', 'pl': 'Owidiuszów'}, 'instrumentalis': {'s': 'Owidiuszem', 'pl': 'Owidiuszami'}, 'locativus': {'s': 'Owidiuszu', 'pl': 'Owidiuszach'}, 'vocativus': {'s': 'Owidiuszu', 'pl': 'Owidiuszowie'}}",486
487,Ozeasz,m,"{'mianownik': {'s': 'Ozeasz', 'pl': 'Ozeaszowie'}, 'dopełniacz': {'s': 'Ozeasza', 'pl': 'Ozeaszów'}, 'celownik': {'s': 'Ozeaszowi', 'pl': 'Ozeaszom'}, 'biernik': {'s': 'Ozeasza', 'pl': 'Ozeaszów'}, 'narzędnik': {'s': 'Ozeaszem', 'pl': 'Ozeaszami'}, 'miejscownik': {'s': 'Ozeaszu', 'pl': 'Ozeaszach'}, 'wołacz': {'s': 'Ozeaszu', 'pl': 'Ozeaszowie'}}","{'nominativus': {'s': 'Ozeasz', 'pl': 'Ozeaszowie'}, 'genetivus': {'s': 'Ozeasza', 'pl': 'Ozeaszów'}, 'dativus': {'s': 'Ozeaszowi', 'pl': 'Ozeaszom'}, 'accusativus': {'s': 'Ozeasza', 'pl': 'Ozeaszów'}, 'instrumentalis': {'s': 'Ozeaszem', 'pl': 'Ozeaszami'}, 'locativus': {'s': 'Ozeaszu', 'pl': 'Ozeaszach'}, 'vocativus': {'s': 'Ozeaszu', 'pl': 'Ozeaszowie'}}",487
488,Pachomiusz,m,"{'mianownik': {'s': 'Pachomiusz', 'pl': 'Pachomiuszowie'}, 'dopełniacz': {'s': 'Pachomiusza', 'pl': 'Pachomiuszów'}, 'celownik': {'s': 'Pachomiuszowi', 'pl': 'Pachomiuszom'}, 'biernik': {'s': 'Pachomiusza', 'pl': 'Pachomiuszów'}, 'narzędnik': {'s': 'Pachomiuszem', 'pl': 'Pachomiuszami'}, 'miejscownik': {'s': 'Pachomiuszu', 'pl': 'Pachomiuszach'}, 'wołacz': {'s': 'Pachomiuszu', 'pl': 'Pachomiuszowie'}}","{'nominativus': {'s': 'Pachomiusz', 'pl': 'Pachomiuszowie'}, 'genetivus': {'s': 'Pachomiusza', 'pl': 'Pachomiuszów'}, 'dativus': {'s': 'Pachomiuszowi', 'pl': 'Pachomiuszom'}, 'accusativus': {'s': 'Pachomiusza', 'pl': 'Pachomiuszów'}, 'instrumentalis': {'s': 'Pachomiuszem', 'pl': 'Pachomiuszami'}, 'locativus': {'s': 'Pachomiuszu', 'pl': 'Pachomiuszach'}, 'vocativus': {'s': 'Pachomiuszu', 'pl': 'Pachomiuszowie'}}",488
489,Pafnucy,m,"{'mianownik': {'s': 'Pafnucy', 'pl': 'Pafnucowie'}, 'dopełniacz': {'s': 'Pafnucego', 'pl': 'Pafnucych'}, 'celownik': {'s': 'Pafnucemu', 'pl': 'Pafnucym'}, 'biernik': {'s': 'Pafnucego', 'pl': 'Pafnucych'}, 'narzędnik': {'s': 'Pafnucym', 'pl': 'Pafnucymi'}, 'miejscownik': {'s': 'Pafnucym', 'pl': 'Pafnucych'}, 'wołacz': {'s': 'Pafnucy', 'pl': 'Pafnucowie'}}","{'nominativus': {'s': 'Pafnucy', 'pl': 'Pafnucowie'}, 'genetivus': {'s': 'Pafnucego', 'pl': 'Pafnucych'}, 'dativus': {'s': 'Pafnucemu', 'pl': 'Pafnucym'}, 'accusativus': {'s': 'Pafnucego', 'pl': 'Pafnucych'}, 'instrumentalis': {'s': 'Pafnucym', 'pl': 'Pafnucymi'}, 'locativus': {'s': 'Pafnucym', 'pl': 'Pafnucych'}, 'vocativus': {'s': 'Pafnucy', 'pl': 'Pafnucowie'}}",489
490,Pakosław,m,"{'mianownik': {'s': 'Pakosław', 'pl': 'Pakosławowie'}, 'dopełniacz': {'s': 'Pakosława', 'pl': 'Pakosławów'}, 'celownik': {'s': 'Pakosławowi', 'pl': 'Pakosławom'}, 'biernik': {'s': 'Pakosława', 'pl': 'Pakosławów'}, 'narzędnik': {'s': 'Pakosławem', 'pl': 'Pakosławami'}, 'miejscownik': {'s': 'Pakosławie', 'pl': 'Pakosławach'}, 'wołacz': {'s': 'Pakosławie', 'pl': 'Pakosławowie'}}","{'nominativus': {'s': 'Pakosław', 'pl': 'Pakosławowie'}, 'genetivus': {'s': 'Pakosława', 'pl': 'Pakosławów'}, 'dativus': {'s': 'Pakosławowi', 'pl': 'Pakosławom'}, 'accusativus': {'s': 'Pakosława', 'pl': 'Pakosławów'}, 'instrumentalis': {'s': 'Pakosławem', 'pl': 'Pakosławami'}, 'locativus': {'s': 'Pakosławie', 'pl': 'Pakosławach'}, 'vocativus': {'s': 'Pakosławie', 'pl': 'Pakosławowie'}}",490
491,Pankracy,m,"{'mianownik': {'s': 'Pankracy', 'pl': 'Pankracowie'}, 'dopełniacz': {'s': 'Pankracego', 'pl': 'Pankracych'}, 'celownik': {'s': 'Pankracemu', 'pl': 'Pankracym'}, 'biernik': {'s': 'Pankracego', 'pl': 'Pankracych'}, 'narzędnik': {'s': 'Pankracym', 'pl': 'Pankracymi'}, 'miejscownik': {'s': 'Pankracym', 'pl': 'Pankracych'}, 'wołacz': {'s': 'Pankracy', 'pl': 'Pankracowie'}}","{'nominativus': {'s': 'Pankracy', 'pl': 'Pankracowie'}, 'genetivus': {'s': 'Pankracego', 'pl': 'Pankracych'}, 'dativus': {'s': 'Pankracemu', 'pl': 'Pankracym'}, 'accusativus': {'s': 'Pankracego', 'pl': 'Pankracych'}, 'instrumentalis': {'s': 'Pankracym', 'pl': 'Pankracymi'}, 'locativus': {'s': 'Pankracym', 'pl': 'Pankracych'}, 'vocativus': {'s': 'Pankracy', 'pl': 'Pankracowie'}}",491
492,Patryk,m,"{'mianownik': {'s': 'Patryk', 'pl': 'Patrykowie'}, 'dopełniacz': {'s': 'Patryka', 'pl': 'Patryków'}, 'celownik': {'s': 'Patrykowi', 'pl': 'Patrykom'}, 'biernik': {'s': 'Patryka', 'pl': 'Patryków'}, 'narzędnik': {'s': 'Patrykiem', 'pl': 'Patrykami'}, 'miejscownik': {'s': 'Patryku', 'pl': 'Patrykach'}, 'wołacz': {'s': 'Patryku', 'pl': 'Patrykowie'}}","{'nominativus': {'s': 'Patryk', 'pl': 'Patrykowie'}, 'genetivus': {'s': 'Patryka', 'pl': 'Patryków'}, 'dativus': {'s': 'Patrykowi', 'pl': 'Patrykom'}, 'accusativus': {'s': 'Patryka', 'pl': 'Patryków'}, 'instrumentalis': {'s': 'Patrykiem', 'pl': 'Patrykami'}, 'locativus': {'s': 'Patryku', 'pl': 'Patrykach'}, 'vocativus': {'s': 'Patryku', 'pl': 'Patrykowie'}}",492
493,Paweł,m,"{'mianownik': {'s': 'Paweł', 'pl': 'Pawłowie'}, 'dopełniacz': {'s': 'Pawła', 'pl': 'Pawłów'}, 'celownik': {'s': 'Pawłowi', 'pl': 'Pawłom'}, 'biernik': {'s': 'Pawła', 'pl': 'Pawłów'}, 'narzędnik': {'s': 'Pawłem', 'pl': 'Pawłami'}, 'miejscownik': {'s': 'Pawle', 'pl': 'Pawłach'}, 'wołacz': {'s': 'Pawle', 'pl': 'Pawłowie'}}","{'nominativus': {'s': 'Paweł', 'pl': 'Pawłowie'}, 'genetivus': {'s': 'Pawła', 'pl': 'Pawłów'}, 'dativus': {'s': 'Pawłowi', 'pl': 'Pawłom'}, 'accusativus': {'s': 'Pawła', 'pl': 'Pawłów'}, 'instrumentalis': {'s': 'Pawłem', 'pl': 'Pawłami'}, 'locativus': {'s': 'Pawle', 'pl': 'Pawłach'}, 'vocativus': {'s': 'Pawle', 'pl': 'Pawłowie'}}",493
494,Pelagiusz,m,"{'mianownik': {'s': 'Pelagiusz', 'pl': 'Pelagiusze'}, 'dopełniacz': {'s': 'Pelagiusza', 'pl': 'Pelagiuszów'}, 'celownik': {'s': 'Pelagiuszowi', 'pl': 'Pelagiuszom'}, 'biernik': {'s': 'Pelagiusza', 'pl': 'Pelagiuszów'}, 'narzędnik': {'s': 'Pelagiuszem', 'pl': 'Pelagiuszami'}, 'miejscownik': {'s': 'Pelagiuszu', 'pl': 'Pelagiuszach'}, 'wołacz': {'s': 'Pelagiuszu', 'pl': 'Pelagiusze'}}","{'nominativus': {'s': 'Pelagiusz', 'pl': 'Pelagiusze'}, 'genetivus': {'s': 'Pelagiusza', 'pl': 'Pelagiuszów'}, 'dativus': {'s': 'Pelagiuszowi', 'pl': 'Pelagiuszom'}, 'accusativus': {'s': 'Pelagiusza', 'pl': 'Pelagiuszów'}, 'instrumentalis': {'s': 'Pelagiuszem', 'pl': 'Pelagiuszami'}, 'locativus': {'s': 'Pelagiuszu', 'pl': 'Pelagiuszach'}, 'vocativus': {'s': 'Pelagiuszu', 'pl': 'Pelagiusze'}}",494
495,Petroniusz,m,"{'mianownik': {'s': 'Petroniusz', 'pl': 'Petroniuszowie'}, 'dopełniacz': {'s': 'Petroniusza', 'pl': 'Petroniuszy'}, 'celownik': {'s': 'Petroniuszowi', 'pl': 'Petroniuszom'}, 'biernik': {'s': 'Petroniusza', 'pl': 'Petroniuszy'}, 'narzędnik': {'s': 'Petroniuszem', 'pl': 'Petroniuszami'}, 'miejscownik': {'s': 'Petroniuszu', 'pl': 'Petroniuszach'}, 'wołacz': {'s': 'Petroniuszu', 'pl': 'Petroniuszowie'}}","{'nominativus': {'s': 'Petroniusz', 'pl': 'Petroniuszowie'}, 'genetivus': {'s': 'Petroniusza', 'pl': 'Petroniuszy'}, 'dativus': {'s': 'Petroniuszowi', 'pl': 'Petroniuszom'}, 'accusativus': {'s': 'Petroniusza', 'pl': 'Petroniuszy'}, 'instrumentalis': {'s': 'Petroniuszem', 'pl': 'Petroniuszami'}, 'locativus': {'s': 'Petroniuszu', 'pl': 'Petroniuszach'}, 'vocativus': {'s': 'Petroniuszu', 'pl': 'Petroniuszowie'}}",495
496,Piotr,m,"{'mianownik': {'s': 'Piotr', 'pl': 'Piotrowie'}, 'dopełniacz': {'s': 'Piotra', 'pl': 'Piotrów'}, 'celownik': {'s': 'Piotrowi', 'pl': 'Piotrom'}, 'biernik': {'s': 'Piotra', 'pl': 'Piotrów'}, 'narzędnik': {'s': 'Piotrem', 'pl': 'Piotrami'}, 'miejscownik': {'s': 'Piotrze', 'pl': 'Piotrach'}, 'wołacz': {'s': 'Piotrze', 'pl': 'Piotrowie'}}","{'nominativus': {'s': 'Piotr', 'pl': 'Piotrowie'}, 'genetivus': {'s': 'Piotra', 'pl': 'Piotrów'}, 'dativus': {'s': 'Piotrowi', 'pl': 'Piotrom'}, 'accusativus': {'s': 'Piotra', 'pl': 'Piotrów'}, 'instrumentalis': {'s': 'Piotrem', 'pl': 'Piotrami'}, 'locativus': {'s': 'Piotrze', 'pl': 'Piotrach'}, 'vocativus': {'s': 'Piotrze', 'pl': 'Piotrowie'}}",496
497,Polikarp,m,"{'mianownik': {'s': 'Polikarp', 'pl': 'Polikarpowie'}, 'dopełniacz': {'s': 'Polikarpa', 'pl': 'Polikarpów'}, 'celownik': {'s': 'Polikarpowi', 'pl': 'Polikarpom'}, 'biernik': {'s': 'Polikarpa', 'pl': 'Polikarpów'}, 'narzędnik': {'s': 'Polikarpem', 'pl': 'Polikarpami'}, 'miejscownik': {'s': 'Polikarpie', 'pl': 'Polikarpach'}, 'wołacz': {'s': 'Polikarpie', 'pl': 'Polikarpowie'}}","{'nominativus': {'s': 'Polikarp', 'pl': 'Polikarpowie'}, 'genetivus': {'s': 'Polikarpa', 'pl': 'Polikarpów'}, 'dativus': {'s': 'Polikarpowi', 'pl': 'Polikarpom'}, 'accusativus': {'s': 'Polikarpa', 'pl': 'Polikarpów'}, 'instrumentalis': {'s': 'Polikarpem', 'pl': 'Polikarpami'}, 'locativus': {'s': 'Polikarpie', 'pl': 'Polikarpach'}, 'vocativus': {'s': 'Polikarpie', 'pl': 'Polikarpowie'}}",497
498,Prokop,m,"{'mianownik': {'s': 'Prokop', 'pl': 'Prokopowie'}, 'dopełniacz': {'s': 'Prokopa', 'pl': 'Prokopów'}, 'celownik': {'s': 'Prokopowi', 'pl': 'Prokopom'}, 'biernik': {'s': 'Prokopa', 'pl': 'Prokopów'}, 'narzędnik': {'s': 'Prokopem', 'pl': 'Prokopami'}, 'miejscownik': {'s': 'Prokopie', 'pl': 'Prokopach'}, 'wołacz': {'s': 'Prokopie', 'pl': 'Prokopowie'}}","{'nominativus': {'s': 'Prokop', 'pl': 'Prokopowie'}, 'genetivus': {'s': 'Prokopa', 'pl': 'Prokopów'}, 'dativus': {'s': 'Prokopowi', 'pl': 'Prokopom'}, 'accusativus': {'s': 'Prokopa', 'pl': 'Prokopów'}, 'instrumentalis': {'s': 'Prokopem', 'pl': 'Prokopami'}, 'locativus': {'s': 'Prokopie', 'pl': 'Prokopach'}, 'vocativus': {'s': 'Prokopie', 'pl': 'Prokopowie'}}",498
